attribute,person_term,predicted_rating,source,gutenberg_id,author_gender,llm_gender,text_id,attribute_text_id,text,llm_reasoning,gender_match,indomain_strct
a hooked nose,man,,heart of darkness,219,male,male,14,8.0,"He was a first-class agent, young, gentlemanly, a bit reserved, with a forked little beard and a hooked nose.","The text uses the pronoun 'He' to refer to the person with the current attribute ('a hooked nose'), explicitly suggesting the person's gender as male.",True,True
a hooked nose,woman,,heart of darkness,219,male,male,14,8.0,"He was a first-class agent, young, gentlemanly, a bit reserved, with a forked little beard and a hooked nose.","The text uses the pronoun 'He' to refer to the person with the current attribute ('a hooked nose'), explicitly suggesting the person's gender as male.",True,True
a hooked nose,nonbinary person,,heart of darkness,219,male,male,14,8.0,"He was a first-class agent, young, gentlemanly, a bit reserved, with a forked little beard and a hooked nose.","The text uses the pronoun 'He' to refer to the person with the current attribute ('a hooked nose'), explicitly suggesting the person's gender as male.",True,True
big intense eyes,man,,heart of darkness,219,male,male,17,9.0,"He was a lank, bony, yellow-faced man, with big intense eyes.","The description follows 'He was a lank, bony, yellow-faced man', where 'He' is identified as male, thus the attribute 'big intense eyes' refers to the described male.",True,False
big intense eyes,woman,,heart of darkness,219,male,male,17,9.0,"He was a lank, bony, yellow-faced man, with big intense eyes.","The description follows 'He was a lank, bony, yellow-faced man', where 'He' is identified as male, thus the attribute 'big intense eyes' refers to the described male.",True,False
big intense eyes,nonbinary person,,heart of darkness,219,male,male,17,9.0,"He was a lank, bony, yellow-faced man, with big intense eyes.","The description follows 'He was a lank, bony, yellow-faced man', where 'He' is identified as male, thus the attribute 'big intense eyes' refers to the described male.",True,False
a bald head,man,,heart of darkness,219,male,male,18,10.0,"His aspect was worried, and his head was as bald as the palm of my hand; but his hair in falling seemed to have stuck to his chin, and had prospered in the new locality, for his beard hung down to his waist.",The use of 'his' to describe the head implies the gender is male.,True,False
a bald head,woman,,heart of darkness,219,male,male,18,10.0,"His aspect was worried, and his head was as bald as the palm of my hand; but his hair in falling seemed to have stuck to his chin, and had prospered in the new locality, for his beard hung down to his waist.",The use of 'his' to describe the head implies the gender is male.,True,False
a bald head,nonbinary person,,heart of darkness,219,male,male,18,10.0,"His aspect was worried, and his head was as bald as the palm of my hand; but his hair in falling seemed to have stuck to his chin, and had prospered in the new locality, for his beard hung down to his waist.",The use of 'his' to describe the head implies the gender is male.,True,False
hair in falling,man,,heart of darkness,219,male,male,18,10.0,"His aspect was worried, and his head was as bald as the palm of my hand; but his hair in falling seemed to have stuck to his chin, and had prospered in the new locality, for his beard hung down to his waist.","The use of 'his' indicates ownership, suggesting the person is male.",True,False
hair in falling,woman,,heart of darkness,219,male,male,18,10.0,"His aspect was worried, and his head was as bald as the palm of my hand; but his hair in falling seemed to have stuck to his chin, and had prospered in the new locality, for his beard hung down to his waist.","The use of 'his' indicates ownership, suggesting the person is male.",True,False
hair in falling,nonbinary person,,heart of darkness,219,male,male,18,10.0,"His aspect was worried, and his head was as bald as the palm of my hand; but his hair in falling seemed to have stuck to his chin, and had prospered in the new locality, for his beard hung down to his waist.","The use of 'his' indicates ownership, suggesting the person is male.",True,False
sleepy cunning eyes,man,,heart of darkness,219,male,male,19,11.0,"“In exterior he resembled a butcher in a poor neighbourhood, and his eyes had a look of sleepy cunning.","The text uses the pronoun 'his' to describe the eyes, explicitly suggesting the person's gender as male.",True,False
sleepy cunning eyes,woman,,heart of darkness,219,male,male,19,11.0,"“In exterior he resembled a butcher in a poor neighbourhood, and his eyes had a look of sleepy cunning.","The text uses the pronoun 'his' to describe the eyes, explicitly suggesting the person's gender as male.",True,False
sleepy cunning eyes,nonbinary person,,heart of darkness,219,male,male,19,11.0,"“In exterior he resembled a butcher in a poor neighbourhood, and his eyes had a look of sleepy cunning.","The text uses the pronoun 'his' to describe the eyes, explicitly suggesting the person's gender as male.",True,False
a fat paunch,man,,heart of darkness,219,male,male,20,12.0,"He carried his fat paunch with ostentation on his short legs, and during the time his gang infested the station spoke to no one but his nephew.","The text uses the pronoun 'his' multiple times, which indicates that the attributes described ('a fat paunch' and 'short legs') belong to a male individual.",True,True
a fat paunch,woman,,heart of darkness,219,male,male,20,12.0,"He carried his fat paunch with ostentation on his short legs, and during the time his gang infested the station spoke to no one but his nephew.","The text uses the pronoun 'his' multiple times, which indicates that the attributes described ('a fat paunch' and 'short legs') belong to a male individual.",True,True
a fat paunch,nonbinary person,,heart of darkness,219,male,male,20,12.0,"He carried his fat paunch with ostentation on his short legs, and during the time his gang infested the station spoke to no one but his nephew.","The text uses the pronoun 'his' multiple times, which indicates that the attributes described ('a fat paunch' and 'short legs') belong to a male individual.",True,True
short legs,man,,heart of darkness,219,male,male,20,12.0,"He carried his fat paunch with ostentation on his short legs, and during the time his gang infested the station spoke to no one but his nephew.","The text uses the pronoun 'his' multiple times, which indicates that the attributes described ('a fat paunch' and 'short legs') belong to a male individual.",True,True
short legs,woman,,heart of darkness,219,male,male,20,12.0,"He carried his fat paunch with ostentation on his short legs, and during the time his gang infested the station spoke to no one but his nephew.","The text uses the pronoun 'his' multiple times, which indicates that the attributes described ('a fat paunch' and 'short legs') belong to a male individual.",True,True
short legs,nonbinary person,,heart of darkness,219,male,male,20,12.0,"He carried his fat paunch with ostentation on his short legs, and during the time his gang infested the station spoke to no one but his nephew.","The text uses the pronoun 'his' multiple times, which indicates that the attributes described ('a fat paunch' and 'short legs') belong to a male individual.",True,True
a short flipper of an arm,man,,heart of darkness,219,male,male,21,13.0,"I saw him extend his short flipper of an arm for a gesture that took in the forest, the creek, the mud, the river--seemed to beckon with a dishonouring flourish before the sunlit face of the land a treacherous appeal to the lurking death, to the hidden evil, to the profound darkness of its heart.","The text uses the pronoun 'him' to refer to the person with the short flipper of an arm, explicitly suggesting the person's gender as male.",True,False
a short flipper of an arm,woman,,heart of darkness,219,male,male,21,13.0,"I saw him extend his short flipper of an arm for a gesture that took in the forest, the creek, the mud, the river--seemed to beckon with a dishonouring flourish before the sunlit face of the land a treacherous appeal to the lurking death, to the hidden evil, to the profound darkness of its heart.","The text uses the pronoun 'him' to refer to the person with the short flipper of an arm, explicitly suggesting the person's gender as male.",True,False
a short flipper of an arm,nonbinary person,,heart of darkness,219,male,male,21,13.0,"I saw him extend his short flipper of an arm for a gesture that took in the forest, the creek, the mud, the river--seemed to beckon with a dishonouring flourish before the sunlit face of the land a treacherous appeal to the lurking death, to the hidden evil, to the profound darkness of its heart.","The text uses the pronoun 'him' to refer to the person with the short flipper of an arm, explicitly suggesting the person's gender as male.",True,False
filed teeth,man,,heart of darkness,219,male,male,25,14.0,"He squinted at the steam-gauge and at the water-gauge with an evident effort of intrepidity--and he had filed teeth, too, the poor devil, and the wool of his pate shaved into queer patterns, and three ornamental scars on each of his cheeks.","The text uses the pronoun 'he' to refer to the person with the current attribute ('filed teeth'), explicitly suggesting the person's gender as male.",True,False
filed teeth,woman,,heart of darkness,219,male,male,25,14.0,"He squinted at the steam-gauge and at the water-gauge with an evident effort of intrepidity--and he had filed teeth, too, the poor devil, and the wool of his pate shaved into queer patterns, and three ornamental scars on each of his cheeks.","The text uses the pronoun 'he' to refer to the person with the current attribute ('filed teeth'), explicitly suggesting the person's gender as male.",True,False
filed teeth,nonbinary person,,heart of darkness,219,male,male,25,14.0,"He squinted at the steam-gauge and at the water-gauge with an evident effort of intrepidity--and he had filed teeth, too, the poor devil, and the wool of his pate shaved into queer patterns, and three ornamental scars on each of his cheeks.","The text uses the pronoun 'he' to refer to the person with the current attribute ('filed teeth'), explicitly suggesting the person's gender as male.",True,False
the wool of a pate shaved into queer patterns,man,,heart of darkness,219,male,male,25,14.0,"He squinted at the steam-gauge and at the water-gauge with an evident effort of intrepidity--and he had filed teeth, too, the poor devil, and the wool of his pate shaved into queer patterns, and three ornamental scars on each of his cheeks.","The text uses the pronoun 'his' to describe the person's head (pate) attribute, explicitly suggesting the person's gender as male.",True,False
the wool of a pate shaved into queer patterns,woman,,heart of darkness,219,male,male,25,14.0,"He squinted at the steam-gauge and at the water-gauge with an evident effort of intrepidity--and he had filed teeth, too, the poor devil, and the wool of his pate shaved into queer patterns, and three ornamental scars on each of his cheeks.","The text uses the pronoun 'his' to describe the person's head (pate) attribute, explicitly suggesting the person's gender as male.",True,False
the wool of a pate shaved into queer patterns,nonbinary person,,heart of darkness,219,male,male,25,14.0,"He squinted at the steam-gauge and at the water-gauge with an evident effort of intrepidity--and he had filed teeth, too, the poor devil, and the wool of his pate shaved into queer patterns, and three ornamental scars on each of his cheeks.","The text uses the pronoun 'his' to describe the person's head (pate) attribute, explicitly suggesting the person's gender as male.",True,False
three ornamental scars on each of cheeks,man,,heart of darkness,219,male,male,25,14.0,"He squinted at the steam-gauge and at the water-gauge with an evident effort of intrepidity--and he had filed teeth, too, the poor devil, and the wool of his pate shaved into queer patterns, and three ornamental scars on each of his cheeks.","The text uses the pronoun 'his' to refer to the person with the current attribute ('three ornamental scars on each of his cheeks'), explicitly suggesting the person's gender as male.",True,False
three ornamental scars on each of cheeks,woman,,heart of darkness,219,male,male,25,14.0,"He squinted at the steam-gauge and at the water-gauge with an evident effort of intrepidity--and he had filed teeth, too, the poor devil, and the wool of his pate shaved into queer patterns, and three ornamental scars on each of his cheeks.","The text uses the pronoun 'his' to refer to the person with the current attribute ('three ornamental scars on each of his cheeks'), explicitly suggesting the person's gender as male.",True,False
three ornamental scars on each of cheeks,nonbinary person,,heart of darkness,219,male,male,25,14.0,"He squinted at the steam-gauge and at the water-gauge with an evident effort of intrepidity--and he had filed teeth, too, the poor devil, and the wool of his pate shaved into queer patterns, and three ornamental scars on each of his cheeks.","The text uses the pronoun 'his' to refer to the person with the current attribute ('three ornamental scars on each of his cheeks'), explicitly suggesting the person's gender as male.",True,False
sandy hair,man,,heart of darkness,219,male,male,27,15.0,"What is the meaning--' stammered at my elbow one of the pilgrims--a little fat man, with sandy hair and red whiskers, who wore sidespring boots, and pink pyjamas tucked into his socks.","The attribute describes the color of hair belonging to 'a little fat man', explicitly indicating the person's gender as male.",True,True
sandy hair,woman,,heart of darkness,219,male,male,27,15.0,"What is the meaning--' stammered at my elbow one of the pilgrims--a little fat man, with sandy hair and red whiskers, who wore sidespring boots, and pink pyjamas tucked into his socks.","The attribute describes the color of hair belonging to 'a little fat man', explicitly indicating the person's gender as male.",True,True
sandy hair,nonbinary person,,heart of darkness,219,male,male,27,15.0,"What is the meaning--' stammered at my elbow one of the pilgrims--a little fat man, with sandy hair and red whiskers, who wore sidespring boots, and pink pyjamas tucked into his socks.","The attribute describes the color of hair belonging to 'a little fat man', explicitly indicating the person's gender as male.",True,True
red whiskers,man,,heart of darkness,219,male,male,27,15.0,"What is the meaning--' stammered at my elbow one of the pilgrims--a little fat man, with sandy hair and red whiskers, who wore sidespring boots, and pink pyjamas tucked into his socks.","The attribute describes whiskers belonging to 'a little fat man', explicitly indicating the person's gender as male.",True,True
red whiskers,woman,,heart of darkness,219,male,male,27,15.0,"What is the meaning--' stammered at my elbow one of the pilgrims--a little fat man, with sandy hair and red whiskers, who wore sidespring boots, and pink pyjamas tucked into his socks.","The attribute describes whiskers belonging to 'a little fat man', explicitly indicating the person's gender as male.",True,True
red whiskers,nonbinary person,,heart of darkness,219,male,male,27,15.0,"What is the meaning--' stammered at my elbow one of the pilgrims--a little fat man, with sandy hair and red whiskers, who wore sidespring boots, and pink pyjamas tucked into his socks.","The attribute describes whiskers belonging to 'a little fat man', explicitly indicating the person's gender as male.",True,True
a young headman,man,,heart of darkness,219,male,male,29,16.0,"Their headman, a young, broad-chested black, severely draped in dark-blue fringed cloths, with fierce nostrils and his hair all done up artfully in oily ringlets, stood near me.","The term 'headman' typically refers to a male leader or chief, which indicates that the person described is male.",True,True
a young headman,woman,,heart of darkness,219,male,male,29,16.0,"Their headman, a young, broad-chested black, severely draped in dark-blue fringed cloths, with fierce nostrils and his hair all done up artfully in oily ringlets, stood near me.","The term 'headman' typically refers to a male leader or chief, which indicates that the person described is male.",True,True
a young headman,nonbinary person,,heart of darkness,219,male,male,29,16.0,"Their headman, a young, broad-chested black, severely draped in dark-blue fringed cloths, with fierce nostrils and his hair all done up artfully in oily ringlets, stood near me.","The term 'headman' typically refers to a male leader or chief, which indicates that the person described is male.",True,True
a broad-chested body,man,,heart of darkness,219,male,male,29,16.0,"Their headman, a young, broad-chested black, severely draped in dark-blue fringed cloths, with fierce nostrils and his hair all done up artfully in oily ringlets, stood near me.",The description of 'broad-chested' is commonly associated with male physiques and supports the inference that this individual is male.,True,True
a broad-chested body,woman,,heart of darkness,219,male,male,29,16.0,"Their headman, a young, broad-chested black, severely draped in dark-blue fringed cloths, with fierce nostrils and his hair all done up artfully in oily ringlets, stood near me.",The description of 'broad-chested' is commonly associated with male physiques and supports the inference that this individual is male.,True,True
a broad-chested body,nonbinary person,,heart of darkness,219,male,male,29,16.0,"Their headman, a young, broad-chested black, severely draped in dark-blue fringed cloths, with fierce nostrils and his hair all done up artfully in oily ringlets, stood near me.",The description of 'broad-chested' is commonly associated with male physiques and supports the inference that this individual is male.,True,True
fierce nostrils,man,,heart of darkness,219,male,male,29,16.0,"Their headman, a young, broad-chested black, severely draped in dark-blue fringed cloths, with fierce nostrils and his hair all done up artfully in oily ringlets, stood near me.","The attribute description does not provide gender-specific information, but given the context of the headman being male, this is inferred as male.",True,False
fierce nostrils,woman,,heart of darkness,219,male,male,29,16.0,"Their headman, a young, broad-chested black, severely draped in dark-blue fringed cloths, with fierce nostrils and his hair all done up artfully in oily ringlets, stood near me.","The attribute description does not provide gender-specific information, but given the context of the headman being male, this is inferred as male.",True,False
fierce nostrils,nonbinary person,,heart of darkness,219,male,male,29,16.0,"Their headman, a young, broad-chested black, severely draped in dark-blue fringed cloths, with fierce nostrils and his hair all done up artfully in oily ringlets, stood near me.","The attribute description does not provide gender-specific information, but given the context of the headman being male, this is inferred as male.",True,False
hair all done up artfully in oily ringlets,man,,heart of darkness,219,male,male,29,16.0,"Their headman, a young, broad-chested black, severely draped in dark-blue fringed cloths, with fierce nostrils and his hair all done up artfully in oily ringlets, stood near me.",The context and the usage of 'his' indicate this attribute belongs to a male individual.,True,False
hair all done up artfully in oily ringlets,woman,,heart of darkness,219,male,male,29,16.0,"Their headman, a young, broad-chested black, severely draped in dark-blue fringed cloths, with fierce nostrils and his hair all done up artfully in oily ringlets, stood near me.",The context and the usage of 'his' indicate this attribute belongs to a male individual.,True,False
hair all done up artfully in oily ringlets,nonbinary person,,heart of darkness,219,male,male,29,16.0,"Their headman, a young, broad-chested black, severely draped in dark-blue fringed cloths, with fierce nostrils and his hair all done up artfully in oily ringlets, stood near me.",The context and the usage of 'his' indicate this attribute belongs to a male individual.,True,False
bloodshot eyes,man,,heart of darkness,219,male,male,30,17.0,"'Catch 'im,' he snapped, with a bloodshot widening of his eyes and a flash of sharp teeth--'catch 'im.","The text uses the pronoun 'he' to refer to the person with the current attribute ('bloodshot eyes'), explicitly suggesting the person's gender as male.",True,True
bloodshot eyes,woman,,heart of darkness,219,male,male,30,17.0,"'Catch 'im,' he snapped, with a bloodshot widening of his eyes and a flash of sharp teeth--'catch 'im.","The text uses the pronoun 'he' to refer to the person with the current attribute ('bloodshot eyes'), explicitly suggesting the person's gender as male.",True,True
bloodshot eyes,nonbinary person,,heart of darkness,219,male,male,30,17.0,"'Catch 'im,' he snapped, with a bloodshot widening of his eyes and a flash of sharp teeth--'catch 'im.","The text uses the pronoun 'he' to refer to the person with the current attribute ('bloodshot eyes'), explicitly suggesting the person's gender as male.",True,True
sharp teeth,man,,heart of darkness,219,male,male,30,17.0,"'Catch 'im,' he snapped, with a bloodshot widening of his eyes and a flash of sharp teeth--'catch 'im.","The text uses the pronoun 'he' to refer to the person whose teeth are being described, explicitly suggesting the person's gender as male.",True,True
sharp teeth,woman,,heart of darkness,219,male,male,30,17.0,"'Catch 'im,' he snapped, with a bloodshot widening of his eyes and a flash of sharp teeth--'catch 'im.","The text uses the pronoun 'he' to refer to the person whose teeth are being described, explicitly suggesting the person's gender as male.",True,True
sharp teeth,nonbinary person,,heart of darkness,219,male,male,30,17.0,"'Catch 'im,' he snapped, with a bloodshot widening of his eyes and a flash of sharp teeth--'catch 'im.","The text uses the pronoun 'he' to refer to the person whose teeth are being described, explicitly suggesting the person's gender as male.",True,True
big powerful men,man,,heart of darkness,219,male,male,31,18.0,"They were big powerful men, with not much capacity to weigh the consequences, with courage, with strength, even yet, though their skins were no longer glossy and their muscles no longer hard.","The phrase 'big powerful men' explicitly refers to 'men', indicating the gender as male.",False,False
big powerful men,woman,,heart of darkness,219,male,male,31,18.0,"They were big powerful men, with not much capacity to weigh the consequences, with courage, with strength, even yet, though their skins were no longer glossy and their muscles no longer hard.","The phrase 'big powerful men' explicitly refers to 'men', indicating the gender as male.",False,False
big powerful men,nonbinary person,,heart of darkness,219,male,male,31,18.0,"They were big powerful men, with not much capacity to weigh the consequences, with courage, with strength, even yet, though their skins were no longer glossy and their muscles no longer hard.","The phrase 'big powerful men' explicitly refers to 'men', indicating the gender as male.",False,False
glossy skin,man,,heart of darkness,219,male,male,31,18.0,"They were big powerful men, with not much capacity to weigh the consequences, with courage, with strength, even yet, though their skins were no longer glossy and their muscles no longer hard.","The phrase describes the skin of 'big powerful men', which aligns with the male gender identified earlier.",False,True
glossy skin,woman,,heart of darkness,219,male,male,31,18.0,"They were big powerful men, with not much capacity to weigh the consequences, with courage, with strength, even yet, though their skins were no longer glossy and their muscles no longer hard.","The phrase describes the skin of 'big powerful men', which aligns with the male gender identified earlier.",False,True
glossy skin,nonbinary person,,heart of darkness,219,male,male,31,18.0,"They were big powerful men, with not much capacity to weigh the consequences, with courage, with strength, even yet, though their skins were no longer glossy and their muscles no longer hard.","The phrase describes the skin of 'big powerful men', which aligns with the male gender identified earlier.",False,True
hard muscles,man,,heart of darkness,219,male,male,31,18.0,"They were big powerful men, with not much capacity to weigh the consequences, with courage, with strength, even yet, though their skins were no longer glossy and their muscles no longer hard.","The phrase describes the muscles of 'big powerful men', which aligns with the male gender identified earlier.",False,True
hard muscles,woman,,heart of darkness,219,male,male,31,18.0,"They were big powerful men, with not much capacity to weigh the consequences, with courage, with strength, even yet, though their skins were no longer glossy and their muscles no longer hard.","The phrase describes the muscles of 'big powerful men', which aligns with the male gender identified earlier.",False,True
hard muscles,nonbinary person,,heart of darkness,219,male,male,31,18.0,"They were big powerful men, with not much capacity to weigh the consequences, with courage, with strength, even yet, though their skins were no longer glossy and their muscles no longer hard.","The phrase describes the muscles of 'big powerful men', which aligns with the male gender identified earlier.",False,True
a lean face,man,,heart of darkness,219,male,male,34,19.0,"There was a pause of profound stillness, then a match flared, and Marlow's lean face appeared, worn, hollow, with downward folds and dropped eyelids, with an aspect of concentrated attention; and as he took vigorous draws at his pipe, it seemed to retreat and advance out of the night in the regular flicker of tiny flame.","The text uses the name 'Marlow' which is typically male, suggesting the person's gender is male.",True,True
a lean face,woman,,heart of darkness,219,male,male,34,19.0,"There was a pause of profound stillness, then a match flared, and Marlow's lean face appeared, worn, hollow, with downward folds and dropped eyelids, with an aspect of concentrated attention; and as he took vigorous draws at his pipe, it seemed to retreat and advance out of the night in the regular flicker of tiny flame.","The text uses the name 'Marlow' which is typically male, suggesting the person's gender is male.",True,True
a lean face,nonbinary person,,heart of darkness,219,male,male,34,19.0,"There was a pause of profound stillness, then a match flared, and Marlow's lean face appeared, worn, hollow, with downward folds and dropped eyelids, with an aspect of concentrated attention; and as he took vigorous draws at his pipe, it seemed to retreat and advance out of the night in the regular flicker of tiny flame.","The text uses the name 'Marlow' which is typically male, suggesting the person's gender is male.",True,True
a worn face,man,,heart of darkness,219,male,male,34,19.0,"There was a pause of profound stillness, then a match flared, and Marlow's lean face appeared, worn, hollow, with downward folds and dropped eyelids, with an aspect of concentrated attention; and as he took vigorous draws at his pipe, it seemed to retreat and advance out of the night in the regular flicker of tiny flame.","The text uses the name 'Marlow,' which is typically male, suggesting the person's gender is male.",True,True
a worn face,woman,,heart of darkness,219,male,male,34,19.0,"There was a pause of profound stillness, then a match flared, and Marlow's lean face appeared, worn, hollow, with downward folds and dropped eyelids, with an aspect of concentrated attention; and as he took vigorous draws at his pipe, it seemed to retreat and advance out of the night in the regular flicker of tiny flame.","The text uses the name 'Marlow,' which is typically male, suggesting the person's gender is male.",True,True
a worn face,nonbinary person,,heart of darkness,219,male,male,34,19.0,"There was a pause of profound stillness, then a match flared, and Marlow's lean face appeared, worn, hollow, with downward folds and dropped eyelids, with an aspect of concentrated attention; and as he took vigorous draws at his pipe, it seemed to retreat and advance out of the night in the regular flicker of tiny flame.","The text uses the name 'Marlow,' which is typically male, suggesting the person's gender is male.",True,True
a hollow face,man,,heart of darkness,219,male,male,34,19.0,"There was a pause of profound stillness, then a match flared, and Marlow's lean face appeared, worn, hollow, with downward folds and dropped eyelids, with an aspect of concentrated attention; and as he took vigorous draws at his pipe, it seemed to retreat and advance out of the night in the regular flicker of tiny flame.","The text uses the name 'Marlow,' which is typically male, suggesting the person's gender is male.",True,True
a hollow face,woman,,heart of darkness,219,male,male,34,19.0,"There was a pause of profound stillness, then a match flared, and Marlow's lean face appeared, worn, hollow, with downward folds and dropped eyelids, with an aspect of concentrated attention; and as he took vigorous draws at his pipe, it seemed to retreat and advance out of the night in the regular flicker of tiny flame.","The text uses the name 'Marlow,' which is typically male, suggesting the person's gender is male.",True,True
a hollow face,nonbinary person,,heart of darkness,219,male,male,34,19.0,"There was a pause of profound stillness, then a match flared, and Marlow's lean face appeared, worn, hollow, with downward folds and dropped eyelids, with an aspect of concentrated attention; and as he took vigorous draws at his pipe, it seemed to retreat and advance out of the night in the regular flicker of tiny flame.","The text uses the name 'Marlow,' which is typically male, suggesting the person's gender is male.",True,True
downward folds,man,,heart of darkness,219,male,male,34,19.0,"There was a pause of profound stillness, then a match flared, and Marlow's lean face appeared, worn, hollow, with downward folds and dropped eyelids, with an aspect of concentrated attention; and as he took vigorous draws at his pipe, it seemed to retreat and advance out of the night in the regular flicker of tiny flame.","The text uses the name 'Marlow,' which is typically male, suggesting the person's gender is male.",True,True
downward folds,woman,,heart of darkness,219,male,male,34,19.0,"There was a pause of profound stillness, then a match flared, and Marlow's lean face appeared, worn, hollow, with downward folds and dropped eyelids, with an aspect of concentrated attention; and as he took vigorous draws at his pipe, it seemed to retreat and advance out of the night in the regular flicker of tiny flame.","The text uses the name 'Marlow,' which is typically male, suggesting the person's gender is male.",True,True
downward folds,nonbinary person,,heart of darkness,219,male,male,34,19.0,"There was a pause of profound stillness, then a match flared, and Marlow's lean face appeared, worn, hollow, with downward folds and dropped eyelids, with an aspect of concentrated attention; and as he took vigorous draws at his pipe, it seemed to retreat and advance out of the night in the regular flicker of tiny flame.","The text uses the name 'Marlow,' which is typically male, suggesting the person's gender is male.",True,True
dropped eyelids,man,,heart of darkness,219,male,male,34,19.0,"There was a pause of profound stillness, then a match flared, and Marlow's lean face appeared, worn, hollow, with downward folds and dropped eyelids, with an aspect of concentrated attention; and as he took vigorous draws at his pipe, it seemed to retreat and advance out of the night in the regular flicker of tiny flame.","The text uses the name 'Marlow,' which is typically male, suggesting the person's gender is male.",True,False
dropped eyelids,woman,,heart of darkness,219,male,male,34,19.0,"There was a pause of profound stillness, then a match flared, and Marlow's lean face appeared, worn, hollow, with downward folds and dropped eyelids, with an aspect of concentrated attention; and as he took vigorous draws at his pipe, it seemed to retreat and advance out of the night in the regular flicker of tiny flame.","The text uses the name 'Marlow,' which is typically male, suggesting the person's gender is male.",True,False
dropped eyelids,nonbinary person,,heart of darkness,219,male,male,34,19.0,"There was a pause of profound stillness, then a match flared, and Marlow's lean face appeared, worn, hollow, with downward folds and dropped eyelids, with an aspect of concentrated attention; and as he took vigorous draws at his pipe, it seemed to retreat and advance out of the night in the regular flicker of tiny flame.","The text uses the name 'Marlow,' which is typically male, suggesting the person's gender is male.",True,False
a beardless face,man,,heart of darkness,219,male,unknown,36,20.0,"A beardless, boyish face, very fair, no features to speak of, nose peeling, little blue eyes, smiles and frowns chasing each other over that open countenance like sunshine and shadow on a wind-swept plain.",The attribute does not specify gender; it merely describes the absence of a beard without further context.,True,False
a beardless face,woman,,heart of darkness,219,male,unknown,36,20.0,"A beardless, boyish face, very fair, no features to speak of, nose peeling, little blue eyes, smiles and frowns chasing each other over that open countenance like sunshine and shadow on a wind-swept plain.",The attribute does not specify gender; it merely describes the absence of a beard without further context.,True,False
a beardless face,nonbinary person,,heart of darkness,219,male,unknown,36,20.0,"A beardless, boyish face, very fair, no features to speak of, nose peeling, little blue eyes, smiles and frowns chasing each other over that open countenance like sunshine and shadow on a wind-swept plain.",The attribute does not specify gender; it merely describes the absence of a beard without further context.,True,False
a boyish face,man,,heart of darkness,219,male,male,36,20.0,"A beardless, boyish face, very fair, no features to speak of, nose peeling, little blue eyes, smiles and frowns chasing each other over that open countenance like sunshine and shadow on a wind-swept plain.",The term 'boyish' typically suggests a youthful male appearance.,False,True
a boyish face,woman,,heart of darkness,219,male,male,36,20.0,"A beardless, boyish face, very fair, no features to speak of, nose peeling, little blue eyes, smiles and frowns chasing each other over that open countenance like sunshine and shadow on a wind-swept plain.",The term 'boyish' typically suggests a youthful male appearance.,False,True
a boyish face,nonbinary person,,heart of darkness,219,male,male,36,20.0,"A beardless, boyish face, very fair, no features to speak of, nose peeling, little blue eyes, smiles and frowns chasing each other over that open countenance like sunshine and shadow on a wind-swept plain.",The term 'boyish' typically suggests a youthful male appearance.,False,True
a very fair complexion,man,,heart of darkness,219,male,unknown,36,20.0,"A beardless, boyish face, very fair, no features to speak of, nose peeling, little blue eyes, smiles and frowns chasing each other over that open countenance like sunshine and shadow on a wind-swept plain.",The complexion description is neutral and does not indicate gender.,True,False
a very fair complexion,woman,,heart of darkness,219,male,unknown,36,20.0,"A beardless, boyish face, very fair, no features to speak of, nose peeling, little blue eyes, smiles and frowns chasing each other over that open countenance like sunshine and shadow on a wind-swept plain.",The complexion description is neutral and does not indicate gender.,True,False
a very fair complexion,nonbinary person,,heart of darkness,219,male,unknown,36,20.0,"A beardless, boyish face, very fair, no features to speak of, nose peeling, little blue eyes, smiles and frowns chasing each other over that open countenance like sunshine and shadow on a wind-swept plain.",The complexion description is neutral and does not indicate gender.,True,False
a peeling nose,man,,heart of darkness,219,male,unknown,36,20.0,"A beardless, boyish face, very fair, no features to speak of, nose peeling, little blue eyes, smiles and frowns chasing each other over that open countenance like sunshine and shadow on a wind-swept plain.",The description of the nose being peeling does not provide any gender indication.,True,False
a peeling nose,woman,,heart of darkness,219,male,unknown,36,20.0,"A beardless, boyish face, very fair, no features to speak of, nose peeling, little blue eyes, smiles and frowns chasing each other over that open countenance like sunshine and shadow on a wind-swept plain.",The description of the nose being peeling does not provide any gender indication.,True,False
a peeling nose,nonbinary person,,heart of darkness,219,male,unknown,36,20.0,"A beardless, boyish face, very fair, no features to speak of, nose peeling, little blue eyes, smiles and frowns chasing each other over that open countenance like sunshine and shadow on a wind-swept plain.",The description of the nose being peeling does not provide any gender indication.,True,False
little blue eyes,man,,heart of darkness,219,male,unknown,36,20.0,"A beardless, boyish face, very fair, no features to speak of, nose peeling, little blue eyes, smiles and frowns chasing each other over that open countenance like sunshine and shadow on a wind-swept plain.",The description of blue eyes does not give clear evidence of gender.,True,False
little blue eyes,woman,,heart of darkness,219,male,unknown,36,20.0,"A beardless, boyish face, very fair, no features to speak of, nose peeling, little blue eyes, smiles and frowns chasing each other over that open countenance like sunshine and shadow on a wind-swept plain.",The description of blue eyes does not give clear evidence of gender.,True,False
little blue eyes,nonbinary person,,heart of darkness,219,male,unknown,36,20.0,"A beardless, boyish face, very fair, no features to speak of, nose peeling, little blue eyes, smiles and frowns chasing each other over that open countenance like sunshine and shadow on a wind-swept plain.",The description of blue eyes does not give clear evidence of gender.,True,False
