model,dataset,person_term,m1_rmse,m1_pearson_r,m1_pearson_r_lo,m1_pearson_r_hi,m1_invalid,m2_rmse,m2_pearson_r,m2_invalid
gpt-4o,eval_human,man,1.0131421718590392,0.6533718365731375,,,0,1.0131421718590392,0.6533718365731375,0
gpt-4o,eval_human,nonbinary person,0.7173758785224672,0.4337736299624083,,,0,0.7173758785224672,0.4337736299624083,0
gpt-4o,all,woman,1.0975231645025494,0.7442212553585213,,,0,1.0975231645025494,0.7442212553585213,0
gpt-4o,all,man,1.2150694536756979,0.6328942168554885,,,0,1.2150694536756979,0.6328942168554885,0
gpt-4o,all,nonbinary person,0.7638541209840747,0.5678224743865583,,,0,0.7638541209840747,0.5678224743865583,0
gpt-4o-mini,combined_llm,woman,0.8968826109767347,0.6898950744717478,,,0,0.8968826109767347,0.6898950744717478,0
gpt-4o-mini,combined_llm,man,0.8229918213126238,0.48562843516238924,,,0,0.8229918213126238,0.48562843516238924,0
gpt-4o-mini,combined_llm,nonbinary person,0.5140633997469594,0.22162486086390074,,,0,0.5140633997469594,0.22162486086390074,0
gpt-4o-mini,eval_novel,woman,0.9753939884138946,0.7462051441441714,,,0,0.9753939884138946,0.7462051441441714,0
gpt-4o-mini,eval_novel,man,0.9954434362028106,0.6473680824282495,,,0,0.9954434362028106,0.6473680824282495,0
gpt-4o-mini,eval_novel,nonbinary person,0.7451866572142616,0.5073551011321195,,,0,0.7451866572142616,0.5073551011321195,0
gpt-4o-mini,eval_human,woman,0.9391134575491105,0.7693133845547513,,,0,0.9391134575491105,0.7693133845547513,0
gpt-4o-mini,eval_human,man,0.856071029308229,0.7081531882202142,,,0,0.856071029308229,0.7081531882202142,0
gpt-4o-mini,eval_human,nonbinary person,0.6362976762879865,0.3766070411853291,,,0,0.6362976762879865,0.3766070411853291,0
gpt-4o-mini,all,woman,0.9487259300649665,0.7419491173061807,,,0,0.9487259300649665,0.7419491173061807,0
gpt-4o-mini,all,man,0.9231573535336317,0.6252548762492315,,,0,0.9231573535336317,0.6252548762492315,0
gpt-4o-mini,all,nonbinary person,0.6710257666653778,0.4661847109811459,,,0,0.6710257666653778,0.4661847109811459,0
gpt-5.2,combined_llm,woman,1.1890108509561295,0.45497770325290293,,,0,,,42
gpt-5.2,combined_llm,man,1.069419295851717,0.38162081106945,,,0,,,42
gpt-5.2,combined_llm,nonbinary person,1.4682676175959948,0.07329011516503939,,,0,,,42
gpt-5.2,eval_novel,woman,1.3341975819461498,0.7002033991963161,,,0,,,96
gpt-5.2,eval_novel,man,1.328248914543592,0.593858277476104,,,0,,,96
gpt-5.2,eval_novel,nonbinary person,1.3201198911740522,0.48190849448449014,,,0,,,96
gpt-5.2,eval_human,woman,1.125399260019844,0.7117359317424401,,,0,,,50
gpt-5.2,eval_human,man,1.0587346967758329,0.654334420791446,,,0,,,50
gpt-5.2,eval_human,nonbinary person,1.1365407216984473,0.40977562394444794,,,0,,,50
gpt-5.2,all,woman,1.2496627768401132,0.6577356176893078,,,0,,,188
gpt-5.2,all,man,1.2060289937871984,0.5675685040943368,,,0,,,188
gpt-5.2,all,nonbinary person,1.3096025031819276,0.41387336264393526,,,0,,,188
grok-4-1-fast-non-reasoning,combined_llm,woman,1.0018793747363117,0.5660005867603667,,,0,,,42
grok-4-1-fast-non-reasoning,combined_llm,man,1.1883631729562902,0.3386388246805561,,,0,,,42
grok-4-1-fast-non-reasoning,combined_llm,nonbinary person,2.4956458420300134,0.34943054626824244,,,0,,,42
grok-4-1-fast-non-reasoning,eval_novel,woman,1.214655154919833,0.6373178441710929,,,0,,,96
grok-4-1-fast-non-reasoning,eval_novel,man,1.2979363389957064,0.5591715721805041,,,0,,,96
grok-4-1-fast-non-reasoning,eval_novel,nonbinary person,2.0688537258328745,0.6145016177352005,,,0,,,96
grok-4-1-fast-non-reasoning,eval_human,woman,1.3237331791447033,0.5896123067147584,,,0,,,50
grok-4-1-fast-non-reasoning,eval_human,man,1.3371336933494633,0.482697055858648,,,0,,,50
grok-4-1-fast-non-reasoning,eval_human,nonbinary person,2.140523680466259,0.42316379016520916,,,0,,,50
grok-4-1-fast-non-reasoning,all,woman,1.201525312193398,0.605559278289172,,,0,,,188
grok-4-1-fast-non-reasoning,all,man,1.285008361670703,0.48591903840033024,,,0,,,188
grok-4-1-fast-non-reasoning,all,nonbinary person,2.189886637691742,0.5571238405940453,,,0,,,188
