attribute,person_term,predicted_rating,source,author_gender,llm_gender,text_id,attribute_text_id,text,llm_reasoning,gender_match,indomain_strct
a flat nose,woman,4.140625,game of thrones,male,male,82,53.0,"With his big gut and barrel chest, his flat nose and bristly black jaw, Noye did not make a pretty sight, but he was a welcome one nonetheless.","The text uses the pronoun 'his' to refer to the person with the current attribute ('a flat nose'), explicitly suggesting the person's gender as male.",True,True
a flat nose,nonbinary person,4.046875,game of thrones,male,male,82,53.0,"With his big gut and barrel chest, his flat nose and bristly black jaw, Noye did not make a pretty sight, but he was a welcome one nonetheless.","The text uses the pronoun 'his' to refer to the person with the current attribute ('a flat nose'), explicitly suggesting the person's gender as male.",True,True
a bristly black jaw,man,4.1875,game of thrones,male,male,82,53.0,"With his big gut and barrel chest, his flat nose and bristly black jaw, Noye did not make a pretty sight, but he was a welcome one nonetheless.","The text uses the pronoun 'his' to refer to the person with the current attribute ('a bristly black jaw'), explicitly suggesting the person's gender as male.",True,False
a bristly black jaw,woman,2.154296875,game of thrones,male,male,82,53.0,"With his big gut and barrel chest, his flat nose and bristly black jaw, Noye did not make a pretty sight, but he was a welcome one nonetheless.","The text uses the pronoun 'his' to refer to the person with the current attribute ('a bristly black jaw'), explicitly suggesting the person's gender as male.",True,False
a bristly black jaw,nonbinary person,2.79296875,game of thrones,male,male,82,53.0,"With his big gut and barrel chest, his flat nose and bristly black jaw, Noye did not make a pretty sight, but he was a welcome one nonetheless.","The text uses the pronoun 'his' to refer to the person with the current attribute ('a bristly black jaw'), explicitly suggesting the person's gender as male.",True,False
a weak chin,man,4.7734375,game of thrones,male,male,83,54.0,"I’ll have a look at them later.”  Thoren Smallwood, a sinewy ranger with a weak chin and a weaker mouth hidden under a thin scraggle of beard, gave Jon and Sam a cool look.","The name 'Thoren' is typically a male name, indicating that the person being described is male.",False,True
a weak chin,woman,4.75,game of thrones,male,male,83,54.0,"I’ll have a look at them later.”  Thoren Smallwood, a sinewy ranger with a weak chin and a weaker mouth hidden under a thin scraggle of beard, gave Jon and Sam a cool look.","The name 'Thoren' is typically a male name, indicating that the person being described is male.",False,True
a weak chin,nonbinary person,3.94140625,game of thrones,male,male,83,54.0,"I’ll have a look at them later.”  Thoren Smallwood, a sinewy ranger with a weak chin and a weaker mouth hidden under a thin scraggle of beard, gave Jon and Sam a cool look.","The name 'Thoren' is typically a male name, indicating that the person being described is male.",False,True
a weaker mouth,man,3.765625,game of thrones,male,male,83,54.0,"I’ll have a look at them later.”  Thoren Smallwood, a sinewy ranger with a weak chin and a weaker mouth hidden under a thin scraggle of beard, gave Jon and Sam a cool look.","The name 'Thoren' is typically a male name, indicating that the person being described is male.",False,True
a weaker mouth,woman,4.140625,game of thrones,male,male,83,54.0,"I’ll have a look at them later.”  Thoren Smallwood, a sinewy ranger with a weak chin and a weaker mouth hidden under a thin scraggle of beard, gave Jon and Sam a cool look.","The name 'Thoren' is typically a male name, indicating that the person being described is male.",False,True
a weaker mouth,nonbinary person,3.80078125,game of thrones,male,male,83,54.0,"I’ll have a look at them later.”  Thoren Smallwood, a sinewy ranger with a weak chin and a weaker mouth hidden under a thin scraggle of beard, gave Jon and Sam a cool look.","The name 'Thoren' is typically a male name, indicating that the person being described is male.",False,True
a thin scraggle of beard,man,4.3515625,game of thrones,male,male,83,54.0,"I’ll have a look at them later.”  Thoren Smallwood, a sinewy ranger with a weak chin and a weaker mouth hidden under a thin scraggle of beard, gave Jon and Sam a cool look.","The name 'Thoren' is typically a male name, indicating that the person being described is male.",False,False
a thin scraggle of beard,woman,2.62890625,game of thrones,male,male,83,54.0,"I’ll have a look at them later.”  Thoren Smallwood, a sinewy ranger with a weak chin and a weaker mouth hidden under a thin scraggle of beard, gave Jon and Sam a cool look.","The name 'Thoren' is typically a male name, indicating that the person being described is male.",False,False
a thin scraggle of beard,nonbinary person,3.484375,game of thrones,male,male,83,54.0,"I’ll have a look at them later.”  Thoren Smallwood, a sinewy ranger with a weak chin and a weaker mouth hidden under a thin scraggle of beard, gave Jon and Sam a cool look.","The name 'Thoren' is typically a male name, indicating that the person being described is male.",False,False
a cool look,man,4.4453125,game of thrones,male,male,83,54.0,"I’ll have a look at them later.”  Thoren Smallwood, a sinewy ranger with a weak chin and a weaker mouth hidden under a thin scraggle of beard, gave Jon and Sam a cool look.","The name 'Thoren' is typically a male name, indicating that the person being described is male.",False,True
a cool look,woman,3.75390625,game of thrones,male,male,83,54.0,"I’ll have a look at them later.”  Thoren Smallwood, a sinewy ranger with a weak chin and a weaker mouth hidden under a thin scraggle of beard, gave Jon and Sam a cool look.","The name 'Thoren' is typically a male name, indicating that the person being described is male.",False,True
a cool look,nonbinary person,3.625,game of thrones,male,male,83,54.0,"I’ll have a look at them later.”  Thoren Smallwood, a sinewy ranger with a weak chin and a weaker mouth hidden under a thin scraggle of beard, gave Jon and Sam a cool look.","The name 'Thoren' is typically a male name, indicating that the person being described is male.",False,True
a thick auburn mop of hair,man,4.609375,game of thrones,male,male,87,55.0,"As they waited in Riverrun’s Great Hall for the prisoner to be brought before them, she saw Robb push back the crown so it rested upon the thick auburn mop of his hair; moments later, he moved it forward again; later he gave it a quarter turn, as if that might make it sit more easily on his brow.",The name 'Robb' is used and this is a common male name; the hair described suggests masculinity.,False,False
a thick auburn mop of hair,woman,4.3984375,game of thrones,male,male,87,55.0,"As they waited in Riverrun’s Great Hall for the prisoner to be brought before them, she saw Robb push back the crown so it rested upon the thick auburn mop of his hair; moments later, he moved it forward again; later he gave it a quarter turn, as if that might make it sit more easily on his brow.",The name 'Robb' is used and this is a common male name; the hair described suggests masculinity.,False,False
a thick auburn mop of hair,nonbinary person,3.6953125,game of thrones,male,male,87,55.0,"As they waited in Riverrun’s Great Hall for the prisoner to be brought before them, she saw Robb push back the crown so it rested upon the thick auburn mop of his hair; moments later, he moved it forward again; later he gave it a quarter turn, as if that might make it sit more easily on his brow.",The name 'Robb' is used and this is a common male name; the hair described suggests masculinity.,False,False
fair hair,man,5.6875,game of thrones,male,male,88,56.0,"This Ser Cleos Frey was a son of the Lady Genna who was sister to Lord Tywin Lannister, but he had none of the fabled Lannister beauty, the fair hair and green eyes.","The text refers to 'Ser Cleos Frey' as 'a son,' which implies male gender, and describes the attributes of hair associated with him.",True,True
fair hair,woman,5.921875,game of thrones,male,male,88,56.0,"This Ser Cleos Frey was a son of the Lady Genna who was sister to Lord Tywin Lannister, but he had none of the fabled Lannister beauty, the fair hair and green eyes.","The text refers to 'Ser Cleos Frey' as 'a son,' which implies male gender, and describes the attributes of hair associated with him.",True,True
fair hair,nonbinary person,4.7265625,game of thrones,male,male,88,56.0,"This Ser Cleos Frey was a son of the Lady Genna who was sister to Lord Tywin Lannister, but he had none of the fabled Lannister beauty, the fair hair and green eyes.","The text refers to 'Ser Cleos Frey' as 'a son,' which implies male gender, and describes the attributes of hair associated with him.",True,True
green eyes,man,4.375,game of thrones,male,male,88,56.0,"This Ser Cleos Frey was a son of the Lady Genna who was sister to Lord Tywin Lannister, but he had none of the fabled Lannister beauty, the fair hair and green eyes.","The text refers to 'Ser Cleos Frey' as 'a son,' indicating male gender, and describes the eyes in connection with him.",True,True
green eyes,woman,4.9140625,game of thrones,male,male,88,56.0,"This Ser Cleos Frey was a son of the Lady Genna who was sister to Lord Tywin Lannister, but he had none of the fabled Lannister beauty, the fair hair and green eyes.","The text refers to 'Ser Cleos Frey' as 'a son,' indicating male gender, and describes the eyes in connection with him.",True,True
green eyes,nonbinary person,4.328125,game of thrones,male,male,88,56.0,"This Ser Cleos Frey was a son of the Lady Genna who was sister to Lord Tywin Lannister, but he had none of the fabled Lannister beauty, the fair hair and green eyes.","The text refers to 'Ser Cleos Frey' as 'a son,' indicating male gender, and describes the eyes in connection with him.",True,True
stringy brown locks,man,5.0546875,game of thrones,male,male,89,57.0,"Instead he had inherited the stringy brown locks, weak chin, and thin face of his sire, Ser Emmon Frey, old Lord Walder’s second son.","The text references 'his sire', which implies a male line and thus suggests that the individual is male.",True,False
stringy brown locks,woman,4.6796875,game of thrones,male,male,89,57.0,"Instead he had inherited the stringy brown locks, weak chin, and thin face of his sire, Ser Emmon Frey, old Lord Walder’s second son.","The text references 'his sire', which implies a male line and thus suggests that the individual is male.",True,False
stringy brown locks,nonbinary person,3.9296875,game of thrones,male,male,89,57.0,"Instead he had inherited the stringy brown locks, weak chin, and thin face of his sire, Ser Emmon Frey, old Lord Walder’s second son.","The text references 'his sire', which implies a male line and thus suggests that the individual is male.",True,False
weak chin,man,4.5625,game of thrones,male,male,89,57.0,"Instead he had inherited the stringy brown locks, weak chin, and thin face of his sire, Ser Emmon Frey, old Lord Walder’s second son.","The text references 'his sire', which implies a male line and thus suggests that the individual is male.",True,True
weak chin,woman,4.6328125,game of thrones,male,male,89,57.0,"Instead he had inherited the stringy brown locks, weak chin, and thin face of his sire, Ser Emmon Frey, old Lord Walder’s second son.","The text references 'his sire', which implies a male line and thus suggests that the individual is male.",True,True
weak chin,nonbinary person,3.8359375,game of thrones,male,male,89,57.0,"Instead he had inherited the stringy brown locks, weak chin, and thin face of his sire, Ser Emmon Frey, old Lord Walder’s second son.","The text references 'his sire', which implies a male line and thus suggests that the individual is male.",True,True
thin face,man,4.7734375,game of thrones,male,male,89,57.0,"Instead he had inherited the stringy brown locks, weak chin, and thin face of his sire, Ser Emmon Frey, old Lord Walder’s second son.","The text references 'his sire', which implies a male line and thus suggests that the individual is male.",True,True
thin face,woman,4.75,game of thrones,male,male,89,57.0,"Instead he had inherited the stringy brown locks, weak chin, and thin face of his sire, Ser Emmon Frey, old Lord Walder’s second son.","The text references 'his sire', which implies a male line and thus suggests that the individual is male.",True,True
thin face,nonbinary person,4.2578125,game of thrones,male,male,89,57.0,"Instead he had inherited the stringy brown locks, weak chin, and thin face of his sire, Ser Emmon Frey, old Lord Walder’s second son.","The text references 'his sire', which implies a male line and thus suggests that the individual is male.",True,True
a large direwolf,man,3.77734375,game of thrones,male,unknown,90,58.0,"A direwolf large as any elkhound, lean and smoke-dark, with eyes like molten gold.",The text describes a 'direwolf' but does not provide any gender indicators; the description includes size and color but lacks human attributes.,True,True
a large direwolf,woman,3.4609375,game of thrones,male,unknown,90,58.0,"A direwolf large as any elkhound, lean and smoke-dark, with eyes like molten gold.",The text describes a 'direwolf' but does not provide any gender indicators; the description includes size and color but lacks human attributes.,True,True
a large direwolf,nonbinary person,3.3671875,game of thrones,male,unknown,90,58.0,"A direwolf large as any elkhound, lean and smoke-dark, with eyes like molten gold.",The text describes a 'direwolf' but does not provide any gender indicators; the description includes size and color but lacks human attributes.,True,True
lean body,man,4.4921875,game of thrones,male,unknown,90,58.0,"A direwolf large as any elkhound, lean and smoke-dark, with eyes like molten gold.","The term 'lean' describes the body type but does not refer to a person, and there are no specific gender indicators present.",True,True
lean body,woman,4.609375,game of thrones,male,unknown,90,58.0,"A direwolf large as any elkhound, lean and smoke-dark, with eyes like molten gold.","The term 'lean' describes the body type but does not refer to a person, and there are no specific gender indicators present.",True,True
lean body,nonbinary person,3.8125,game of thrones,male,unknown,90,58.0,"A direwolf large as any elkhound, lean and smoke-dark, with eyes like molten gold.","The term 'lean' describes the body type but does not refer to a person, and there are no specific gender indicators present.",True,True
smoke-dark fur,man,2.7109375,game of thrones,male,unknown,90,58.0,"A direwolf large as any elkhound, lean and smoke-dark, with eyes like molten gold.",The attribute describes the direwolf's fur color but does not pertain to any human characteristics or gender.,True,False
smoke-dark fur,woman,2.53515625,game of thrones,male,unknown,90,58.0,"A direwolf large as any elkhound, lean and smoke-dark, with eyes like molten gold.",The attribute describes the direwolf's fur color but does not pertain to any human characteristics or gender.,True,False
smoke-dark fur,nonbinary person,3.2265625,game of thrones,male,unknown,90,58.0,"A direwolf large as any elkhound, lean and smoke-dark, with eyes like molten gold.",The attribute describes the direwolf's fur color but does not pertain to any human characteristics or gender.,True,False
eyes like molten gold,man,3.4140625,game of thrones,male,unknown,90,58.0,"A direwolf large as any elkhound, lean and smoke-dark, with eyes like molten gold.","The description of the eyes refers to a direwolf, not a human, and lacks any gender indicators.",True,False
eyes like molten gold,woman,3.47265625,game of thrones,male,unknown,90,58.0,"A direwolf large as any elkhound, lean and smoke-dark, with eyes like molten gold.","The description of the eyes refers to a direwolf, not a human, and lacks any gender indicators.",True,False
eyes like molten gold,nonbinary person,3.1796875,game of thrones,male,unknown,90,58.0,"A direwolf large as any elkhound, lean and smoke-dark, with eyes like molten gold.","The description of the eyes refers to a direwolf, not a human, and lacks any gender indicators.",True,False
a tall figure,man,5.6640625,game of thrones,male,male,91,59.0,"“Tell the Queen Regent that if she meets my terms, I will sheath this sword, and make an end to the war between us.”  In the back of the hall, Catelyn glimpsed the tall, gaunt figure of Lord Rickard Karstark shove through a rank of guards and out the door.","The text explicitly refers to 'Lord Rickard Karstark', which is a male character, suggesting the person being described is male.",False,True
a tall figure,woman,5.1953125,game of thrones,male,male,91,59.0,"“Tell the Queen Regent that if she meets my terms, I will sheath this sword, and make an end to the war between us.”  In the back of the hall, Catelyn glimpsed the tall, gaunt figure of Lord Rickard Karstark shove through a rank of guards and out the door.","The text explicitly refers to 'Lord Rickard Karstark', which is a male character, suggesting the person being described is male.",False,True
a tall figure,nonbinary person,4.3984375,game of thrones,male,male,91,59.0,"“Tell the Queen Regent that if she meets my terms, I will sheath this sword, and make an end to the war between us.”  In the back of the hall, Catelyn glimpsed the tall, gaunt figure of Lord Rickard Karstark shove through a rank of guards and out the door.","The text explicitly refers to 'Lord Rickard Karstark', which is a male character, suggesting the person being described is male.",False,True
a gaunt figure,man,3.84765625,game of thrones,male,male,91,59.0,"“Tell the Queen Regent that if she meets my terms, I will sheath this sword, and make an end to the war between us.”  In the back of the hall, Catelyn glimpsed the tall, gaunt figure of Lord Rickard Karstark shove through a rank of guards and out the door.","The text explicitly refers to 'Lord Rickard Karstark', which is a male character, suggesting the person being described is male.",False,False
a gaunt figure,woman,3.68359375,game of thrones,male,male,91,59.0,"“Tell the Queen Regent that if she meets my terms, I will sheath this sword, and make an end to the war between us.”  In the back of the hall, Catelyn glimpsed the tall, gaunt figure of Lord Rickard Karstark shove through a rank of guards and out the door.","The text explicitly refers to 'Lord Rickard Karstark', which is a male character, suggesting the person being described is male.",False,False
a gaunt figure,nonbinary person,3.63671875,game of thrones,male,male,91,59.0,"“Tell the Queen Regent that if she meets my terms, I will sheath this sword, and make an end to the war between us.”  In the back of the hall, Catelyn glimpsed the tall, gaunt figure of Lord Rickard Karstark shove through a rank of guards and out the door.","The text explicitly refers to 'Lord Rickard Karstark', which is a male character, suggesting the person being described is male.",False,False
grey hair,man,5.96875,game of thrones,male,male,92,60.0,"His Grace will want to hear my tidings in private first, I’d think.” The Blackfish was a tall, lean man, grey of hair and precise in his movements, his clean-shaven face lined and windburnt.","The text refers to 'grey of hair' while describing 'The Blackfish', a male character.",True,False
grey hair,woman,5.546875,game of thrones,male,male,92,60.0,"His Grace will want to hear my tidings in private first, I’d think.” The Blackfish was a tall, lean man, grey of hair and precise in his movements, his clean-shaven face lined and windburnt.","The text refers to 'grey of hair' while describing 'The Blackfish', a male character.",True,False
grey hair,nonbinary person,4.0234375,game of thrones,male,male,92,60.0,"His Grace will want to hear my tidings in private first, I’d think.” The Blackfish was a tall, lean man, grey of hair and precise in his movements, his clean-shaven face lined and windburnt.","The text refers to 'grey of hair' while describing 'The Blackfish', a male character.",True,False
a clean-shaven face,man,5.265625,game of thrones,male,male,92,60.0,"His Grace will want to hear my tidings in private first, I’d think.” The Blackfish was a tall, lean man, grey of hair and precise in his movements, his clean-shaven face lined and windburnt.","The phrase 'clean-shaven face' is in the context of describing 'The Blackfish', who is identified as male.",True,True
a clean-shaven face,woman,3.6484375,game of thrones,male,male,92,60.0,"His Grace will want to hear my tidings in private first, I’d think.” The Blackfish was a tall, lean man, grey of hair and precise in his movements, his clean-shaven face lined and windburnt.","The phrase 'clean-shaven face' is in the context of describing 'The Blackfish', who is identified as male.",True,True
a clean-shaven face,nonbinary person,4.421875,game of thrones,male,male,92,60.0,"His Grace will want to hear my tidings in private first, I’d think.” The Blackfish was a tall, lean man, grey of hair and precise in his movements, his clean-shaven face lined and windburnt.","The phrase 'clean-shaven face' is in the context of describing 'The Blackfish', who is identified as male.",True,True
a lined face,man,5.4765625,game of thrones,male,male,92,60.0,"His Grace will want to hear my tidings in private first, I’d think.” The Blackfish was a tall, lean man, grey of hair and precise in his movements, his clean-shaven face lined and windburnt.","The text describes the 'lined' aspect of 'The Blackfish's' face, reinforcing the male identity of the character.",True,True
a lined face,woman,4.7734375,game of thrones,male,male,92,60.0,"His Grace will want to hear my tidings in private first, I’d think.” The Blackfish was a tall, lean man, grey of hair and precise in his movements, his clean-shaven face lined and windburnt.","The text describes the 'lined' aspect of 'The Blackfish's' face, reinforcing the male identity of the character.",True,True
a lined face,nonbinary person,3.71875,game of thrones,male,male,92,60.0,"His Grace will want to hear my tidings in private first, I’d think.” The Blackfish was a tall, lean man, grey of hair and precise in his movements, his clean-shaven face lined and windburnt.","The text describes the 'lined' aspect of 'The Blackfish's' face, reinforcing the male identity of the character.",True,True
a windburnt face,man,4.890625,game of thrones,male,male,92,60.0,"His Grace will want to hear my tidings in private first, I’d think.” The Blackfish was a tall, lean man, grey of hair and precise in his movements, his clean-shaven face lined and windburnt.","The text uses 'windburnt' to describe the face of 'The Blackfish', who is identified as male.",True,True
a windburnt face,woman,3.8125,game of thrones,male,male,92,60.0,"His Grace will want to hear my tidings in private first, I’d think.” The Blackfish was a tall, lean man, grey of hair and precise in his movements, his clean-shaven face lined and windburnt.","The text uses 'windburnt' to describe the face of 'The Blackfish', who is identified as male.",True,True
a windburnt face,nonbinary person,3.5078125,game of thrones,male,male,92,60.0,"His Grace will want to hear my tidings in private first, I’d think.” The Blackfish was a tall, lean man, grey of hair and precise in his movements, his clean-shaven face lined and windburnt.","The text uses 'windburnt' to describe the face of 'The Blackfish', who is identified as male.",True,True
fine white hair,man,4.890625,game of thrones,male,unknown,93,61.0,It has been a long time.” She seated herself on the bed and brushed away a strand of fine white hair that had fallen across her father’s face.,"The attribute describes 'fine white hair', but there is no clear indication of the gender of the person associated with this attribute. The mention of 'her father' suggests that the person characterizing the attributes is likely female, though not directly stated.",False,False
fine white hair,woman,4.5859375,game of thrones,male,unknown,93,61.0,It has been a long time.” She seated herself on the bed and brushed away a strand of fine white hair that had fallen across her father’s face.,"The attribute describes 'fine white hair', but there is no clear indication of the gender of the person associated with this attribute. The mention of 'her father' suggests that the person characterizing the attributes is likely female, though not directly stated.",False,False
fine white hair,nonbinary person,3.9296875,game of thrones,male,unknown,93,61.0,It has been a long time.” She seated herself on the bed and brushed away a strand of fine white hair that had fallen across her father’s face.,"The attribute describes 'fine white hair', but there is no clear indication of the gender of the person associated with this attribute. The mention of 'her father' suggests that the person characterizing the attributes is likely female, though not directly stated.",False,False
deep-set eyes,man,5.171875,game of thrones,male,unknown,96,62.0,"“Janos,” he said, deep-set eyes glinting under a prominent brow ridge and a shock of salt-and-pepper hair.",There are no explicit gender indicators associated with 'deep-set eyes' in this sentence.,False,True
deep-set eyes,woman,5.078125,game of thrones,male,unknown,96,62.0,"“Janos,” he said, deep-set eyes glinting under a prominent brow ridge and a shock of salt-and-pepper hair.",There are no explicit gender indicators associated with 'deep-set eyes' in this sentence.,False,True
deep-set eyes,nonbinary person,4.421875,game of thrones,male,unknown,96,62.0,"“Janos,” he said, deep-set eyes glinting under a prominent brow ridge and a shock of salt-and-pepper hair.",There are no explicit gender indicators associated with 'deep-set eyes' in this sentence.,False,True
a prominent brow ridge,man,4.8671875,game of thrones,male,unknown,96,62.0,"“Janos,” he said, deep-set eyes glinting under a prominent brow ridge and a shock of salt-and-pepper hair.",The description of a 'prominent brow ridge' does not provide any specific gender clues.,False,False
a prominent brow ridge,woman,3.4140625,game of thrones,male,unknown,96,62.0,"“Janos,” he said, deep-set eyes glinting under a prominent brow ridge and a shock of salt-and-pepper hair.",The description of a 'prominent brow ridge' does not provide any specific gender clues.,False,False
a prominent brow ridge,nonbinary person,3.91796875,game of thrones,male,unknown,96,62.0,"“Janos,” he said, deep-set eyes glinting under a prominent brow ridge and a shock of salt-and-pepper hair.",The description of a 'prominent brow ridge' does not provide any specific gender clues.,False,False
a shock of salt-and-pepper hair,man,4.3984375,game of thrones,male,unknown,96,62.0,"“Janos,” he said, deep-set eyes glinting under a prominent brow ridge and a shock of salt-and-pepper hair.",The phrase describes hair but does not contain any explicit gender indicators.,False,False
a shock of salt-and-pepper hair,woman,3.75390625,game of thrones,male,unknown,96,62.0,"“Janos,” he said, deep-set eyes glinting under a prominent brow ridge and a shock of salt-and-pepper hair.",The phrase describes hair but does not contain any explicit gender indicators.,False,False
a shock of salt-and-pepper hair,nonbinary person,3.58984375,game of thrones,male,unknown,96,62.0,"“Janos,” he said, deep-set eyes glinting under a prominent brow ridge and a shock of salt-and-pepper hair.",The phrase describes hair but does not contain any explicit gender indicators.,False,False
soft hands,man,3.203125,game of thrones,male,male,97,63.0,"“Why are you so helpful, my lord Varys?” he asked, studying the man’s soft hands, the bald powdered face, the slimy little smile.","The text explicitly references 'the man's soft hands', directly indicating that the described physical attribute belongs to a male character.",True,True
soft hands,woman,5.2890625,game of thrones,male,male,97,63.0,"“Why are you so helpful, my lord Varys?” he asked, studying the man’s soft hands, the bald powdered face, the slimy little smile.","The text explicitly references 'the man's soft hands', directly indicating that the described physical attribute belongs to a male character.",True,True
soft hands,nonbinary person,3.82421875,game of thrones,male,male,97,63.0,"“Why are you so helpful, my lord Varys?” he asked, studying the man’s soft hands, the bald powdered face, the slimy little smile.","The text explicitly references 'the man's soft hands', directly indicating that the described physical attribute belongs to a male character.",True,True
bald powdered face,man,4.2109375,game of thrones,male,male,97,63.0,"“Why are you so helpful, my lord Varys?” he asked, studying the man’s soft hands, the bald powdered face, the slimy little smile.","The text refers to 'the man’s bald powdered face', indicating that this physical attribute belongs to a male character.",True,False
bald powdered face,woman,3.15625,game of thrones,male,male,97,63.0,"“Why are you so helpful, my lord Varys?” he asked, studying the man’s soft hands, the bald powdered face, the slimy little smile.","The text refers to 'the man’s bald powdered face', indicating that this physical attribute belongs to a male character.",True,False
bald powdered face,nonbinary person,3.578125,game of thrones,male,male,97,63.0,"“Why are you so helpful, my lord Varys?” he asked, studying the man’s soft hands, the bald powdered face, the slimy little smile.","The text refers to 'the man’s bald powdered face', indicating that this physical attribute belongs to a male character.",True,False
slimy little smile,man,3.35546875,game of thrones,male,male,97,63.0,"“Why are you so helpful, my lord Varys?” he asked, studying the man’s soft hands, the bald powdered face, the slimy little smile.","The text refers to 'the man's slimy little smile', indicating that this physical characteristic belongs to a male character.",True,False
slimy little smile,woman,2.9921875,game of thrones,male,male,97,63.0,"“Why are you so helpful, my lord Varys?” he asked, studying the man’s soft hands, the bald powdered face, the slimy little smile.","The text refers to 'the man's slimy little smile', indicating that this physical characteristic belongs to a male character.",True,False
slimy little smile,nonbinary person,3.16796875,game of thrones,male,male,97,63.0,"“Why are you so helpful, my lord Varys?” he asked, studying the man’s soft hands, the bald powdered face, the slimy little smile.","The text refers to 'the man's slimy little smile', indicating that this physical characteristic belongs to a male character.",True,False
small stature,man,4.5390625,game of thrones,male,unknown,98,64.0,"I am small, my legs are twisted, and women do not look upon me with any great yearning .",The attribute 'small' does not specify gender and can be applicable to any individual.,True,True
small stature,woman,5.21875,game of thrones,male,unknown,98,64.0,"I am small, my legs are twisted, and women do not look upon me with any great yearning .",The attribute 'small' does not specify gender and can be applicable to any individual.,True,True
small stature,nonbinary person,4.2578125,game of thrones,male,unknown,98,64.0,"I am small, my legs are twisted, and women do not look upon me with any great yearning .",The attribute 'small' does not specify gender and can be applicable to any individual.,True,True
twisted legs,man,3.54296875,game of thrones,male,unknown,98,64.0,"I am small, my legs are twisted, and women do not look upon me with any great yearning .",The attribute 'twisted' pertaining to 'legs' does not provide any gender indication.,True,False
twisted legs,woman,3.3203125,game of thrones,male,unknown,98,64.0,"I am small, my legs are twisted, and women do not look upon me with any great yearning .",The attribute 'twisted' pertaining to 'legs' does not provide any gender indication.,True,False
twisted legs,nonbinary person,3.09765625,game of thrones,male,unknown,98,64.0,"I am small, my legs are twisted, and women do not look upon me with any great yearning .",The attribute 'twisted' pertaining to 'legs' does not provide any gender indication.,True,False
a wrinkled face,man,4.9140625,game of thrones,male,male,102,65.0,"Nearby, Lord Celtigar coughed fitfully and covered his wrinkled face with a square of linen embroidered in red crabs.","The text refers to 'Lord Celtigar', which is a title typically associated with male individuals, establishing the gender as male.",True,True
a wrinkled face,woman,4.328125,game of thrones,male,male,102,65.0,"Nearby, Lord Celtigar coughed fitfully and covered his wrinkled face with a square of linen embroidered in red crabs.","The text refers to 'Lord Celtigar', which is a title typically associated with male individuals, establishing the gender as male.",True,True
a wrinkled face,nonbinary person,3.4375,game of thrones,male,male,102,65.0,"Nearby, Lord Celtigar coughed fitfully and covered his wrinkled face with a square of linen embroidered in red crabs.","The text refers to 'Lord Celtigar', which is a title typically associated with male individuals, establishing the gender as male.",True,True
red eyes,man,4.1640625,game of thrones,male,female,103,66.0,"Melisandre was robed all in scarlet satin and blood velvet, her eyes as red as the great ruby that glistened at her throat as if it too were afire.","The text uses the pronoun 'her' to describe Melisandre's eyes, indicating the person's gender as female.",True,True
red eyes,woman,3.75390625,game of thrones,male,female,103,66.0,"Melisandre was robed all in scarlet satin and blood velvet, her eyes as red as the great ruby that glistened at her throat as if it too were afire.","The text uses the pronoun 'her' to describe Melisandre's eyes, indicating the person's gender as female.",True,True
red eyes,nonbinary person,3.6953125,game of thrones,male,female,103,66.0,"Melisandre was robed all in scarlet satin and blood velvet, her eyes as red as the great ruby that glistened at her throat as if it too were afire.","The text uses the pronoun 'her' to describe Melisandre's eyes, indicating the person's gender as female.",True,True
thick arms,man,6.1796875,game of thrones,male,male,104,67.0,Queen Selyse’s uncle was a keg of a man with thick arms and bandy legs.,"The phrase 'a keg of a man' suggests a stocky build, and the presence of 'uncle' implies a male relative, indicating the person's gender as male.",False,False
thick arms,woman,3.87109375,game of thrones,male,male,104,67.0,Queen Selyse’s uncle was a keg of a man with thick arms and bandy legs.,"The phrase 'a keg of a man' suggests a stocky build, and the presence of 'uncle' implies a male relative, indicating the person's gender as male.",False,False
thick arms,nonbinary person,4.1640625,game of thrones,male,male,104,67.0,Queen Selyse’s uncle was a keg of a man with thick arms and bandy legs.,"The phrase 'a keg of a man' suggests a stocky build, and the presence of 'uncle' implies a male relative, indicating the person's gender as male.",False,False
bandy legs,man,4.0,game of thrones,male,male,104,67.0,Queen Selyse’s uncle was a keg of a man with thick arms and bandy legs.,"The phrase 'a keg of a man' suggests a stocky build, and the presence of 'uncle' implies a male relative, indicating the person's gender as male.",False,False
bandy legs,woman,4.0,game of thrones,male,male,104,67.0,Queen Selyse’s uncle was a keg of a man with thick arms and bandy legs.,"The phrase 'a keg of a man' suggests a stocky build, and the presence of 'uncle' implies a male relative, indicating the person's gender as male.",False,False
bandy legs,nonbinary person,3.51953125,game of thrones,male,male,104,67.0,Queen Selyse’s uncle was a keg of a man with thick arms and bandy legs.,"The phrase 'a keg of a man' suggests a stocky build, and the presence of 'uncle' implies a male relative, indicating the person's gender as male.",False,False
prominent ears,man,4.8671875,game of thrones,male,male,105,68.0,"He had the prominent ears of a Florent, even larger than his niece’s.","The text uses the pronoun 'He' to refer to the person with the current attribute ('prominent ears'), explicitly suggesting the person's gender as male.",True,True
prominent ears,woman,4.3515625,game of thrones,male,male,105,68.0,"He had the prominent ears of a Florent, even larger than his niece’s.","The text uses the pronoun 'He' to refer to the person with the current attribute ('prominent ears'), explicitly suggesting the person's gender as male.",True,True
